Cantico,Canto,Terzetto,Original,Translation
Purgatorio,28,124,"ma esce di fontana salda e certa, che tanto dal voler di Dio riprende, quant’ella versa da due parti aperta.","ma fuoriesce da una fontana stabile e sicura, che soltanto dalla volontà di Dio prende quanto essa versa in due direzioni diverse."
Purgatorio,28,127,Da questa parte con virtù discende che toglie altrui memoria del peccato; da l’altra d’ogne ben fatto la rende.,Da questa parte discende [l’acqua] che ha la virtù di togliere il ricordo del peccato; dall’altra [quella che] fa ritornare il ricordo delle buone azioni.
Purgatorio,28,130,"Quinci Letè; così da l’altro lato Eunoè si chiama, e non adopra se quinci e quindi pria non è gustato:",Da questo lato [il corso d’acqua] si chiama Letè; dall’altro si chiama Eunoè. Essa non produce alcun effetto se prima non si gusta di qua [nel Letè] e poi di là [nell’Eunoè]:
Purgatorio,28,136,"darotti un corollario ancor per grazia; né credo che ‘l mio dir ti sia men caro, se oltre promession teco si spazia.","per mia grazia ti darò ancora un corollario. Né credo che le mie parole ti siano meno gradite, se vanno oltre la mia promessa."
Purgatorio,28,139,"Quelli ch’anticamente poetaro l’età de l’oro e suo stato felice, forse in Parnaso esto loco sognaro.","I poeti che anticamente cantarono l’età dell’oro e il suo stato felice, forse con la poesia immaginarono questo luogo."
Purgatorio,28,142,Qui fu innocente l’umana radice; qui primavera sempre e ogne frutto; nettare è questo di che ciascun dice”.,Qui vissero innocenti i progenitori dell’umanità; qui è sempre primavera e [matura spontaneamente] ogni frutto. Nettare è quest’acqua di cui parlarono tutti i poeti».
Purgatorio,28,145,"Io mi rivolsi ‘n dietro allora tutto a’ miei poeti, e vidi che con riso udito avean l’ultimo costrutto;","Allora mi rivolsi indietro con tutta la persona verso i miei due poeti , e vidi che con un sorriso avevano ascoltato l’ultima parte del discorso."
Purgatorio,28,148,poi a la bella donna torna’ il viso.,Poi ritornai a guardare la bella donna.
Purgatorio,30,1,"Quando il settentrion del primo cielo, che né occaso mai seppe né orto né d’altra nebbia che di colpa velo,","Quando le sette stelle del primo cielo , che non conobbero mai né tramonto né alba né altra nebbia, se non il velo della colpa,"
Purgatorio,30,4,"e che faceva lì ciascun accorto di suo dover, come ‘l più basso face qual temon gira per venire a porto,","e che lì insegnano a ciascuno la via che deve [seguire], come le sette stelle più basse insegnano [la via] a colui che gira il timone per venire al porto,"
Purgatorio,30,7,"fermo s’affisse: la gente verace, venuta prima tra ‘l grifone ed esso, al carro volse sé come a sua pace;","si fermarono, la gente verace , venuta prima tra il grifone e le sette stelle , si volse al carro come al fine dei suoi desideri."
Purgatorio,30,10,"e un di loro, quasi da ciel messo, ‘Veni, sponsa, de Libano’ cantando gridò tre volte, e tutti li altri appresso.","E uno di loro , quasi mandato dal cielo, «Vieni, o sposa, dal Libano» gridò tre volte cantando, e tutti gli altri ripeterono."
Purgatorio,30,13,"Quali i beati al novissimo bando surgeran presti ognun di sua caverna, la revestita voce alleluiando,","Quali i beati all’ultimo invito sorgeranno veloci ognuno dalla sua tomba, mentre canterà alleluia il corpo da essi rivestito;"
Purgatorio,30,16,"cotali in su la divina basterna si levar cento, ad vocem tanti senis, ministri e messaggier di vita etterna.","tali sul carro divino si levarono cento [angeli] alla voce di così gran vecchio, ministri e messaggeri di vita eterna."
Purgatorio,30,19,"Tutti dicean: ‘Benedictus qui venis!’, e fior gittando e di sopra e dintorno, ‘Manibus, oh, date lilia plenis!’.","Tutti dicevano: «Benedetto chi viene!» e, gettando fiori sopra e intorno, «Spargete, oh, gigli a piene mani!»."
Purgatorio,30,22,"Io vidi già nel cominciar del giorno la parte oriental tutta rosata, e l’altro ciel di bel sereno addorno;",Io vidi già nel cominciar del giorno la parte orientale tutta color di rosa e il resto del cielo adorno di un bel sereno;
Purgatorio,30,25,"e la faccia del sol nascere ombrata, sì che per temperanza di vapori l’occhio la sostenea lunga fiata:","[vidi] la faccia del sole nascere velata, così che per i vapori, che temperavano [la luce], l’occhio la poteva fissare a lungo."
Purgatorio,30,28,"così dentro una nuvola di fiori che da le mani angeliche saliva e ricadeva in giù dentro e di fori,","Così dentro a una nuvola di fiori, che dalle mani angeliche saliva e ricadeva in giù, dentro e fuori [del carro],"
Purgatorio,30,31,"sovra candido vel cinta d’uliva donna m’apparve, sotto verde manto vestita di color di fiamma viva.","cinta d’ulivo sopra il candido velo, mi apparve una donna, vestita del colore della fiamma viva sotto il mantello verde."
Purgatorio,30,34,"E lo spirito mio, che già cotanto tempo era stato ch’a la sua presenza non era di stupor, tremando, affranto,","E il mio spirito, che già tanto tempo era passato che alla sua presenza, provando tremiti, non era vinto dallo stupore,"
Purgatorio,30,37,"sanza de li occhi aver più conoscenza, per occulta virtù che da lei mosse, d’antico amor sentì la gran potenza.","senza che dagli occhi avesse più [precisa] conoscenza, [ma] per un’occulta virtù che da lei si mosse, sentì la grande potenza dell’antico amore."
Purgatorio,30,40,"Tosto che ne la vista mi percosse l’alta virtù che già m’avea trafitto prima ch’io fuor di puerizia fosse,","Non appena mi percosse negli occhi l’alta virtù, che già mi aveva trafitto prima che io fossi fuor di puerizia,"
Purgatorio,30,43,"volsimi a la sinistra col respitto col quale il fantolin corre a la mamma quando ha paura o quando elli è afflitto,","mi volsi a sinistra con il rispetto con il quale il bimbo corre dalla mamma, quando ha paura o quando è afflitto,"
Purgatorio,30,46,per dicere a Virgilio: ‘Men che dramma di sangue m’è rimaso che non tremi: conosco i segni de l’antica fiamma’.,"per dire a Virgilio: «Nemmeno una goccia di sangue mi è rimasta, che non tremi: conosco i segni dell’antica fiamma»."
Purgatorio,30,49,"Ma Virgilio n’avea lasciati scemi di sé, Virgilio dolcissimo patre, Virgilio a cui per mia salute die’mi;","Ma Virgilio ci aveva lasciati privi di sé, Virgilio il dolcissimo padre, Virgilio al quale per la mia salvezza mi diedi."
Purgatorio,30,52,"né quantunque perdeo l’antica matre, valse a le guance nette di rugiada, che, lagrimando, non tornasser atre.","Né tutto ciò, che l’antica madre perdette, valse a [impedire] che le mie guance, già lavate con la rugiada, tornassero brutte, rigate di pianto."
Purgatorio,30,55,"“Dante, perché Virgilio se ne vada, non pianger anco, non pianger ancora; ché pianger ti conven per altra spada”.","«O Dante, perché Virgilio se ne va, non piangere ancora, non piangere ancora, perché presto dovrai piangere per un’altra ferita.»"
Purgatorio,30,58,"Quasi ammiraglio che in poppa e in prora viene a veder la gente che ministra per li altri legni, e a ben far l’incora;","Come l’ammiraglio, che va da poppa a prua a vedere la gente che lavora sulle altre navi e la incoraggia a far bene,"
Purgatorio,30,61,"in su la sponda del carro sinistra, quando mi volsi al suon del nome mio, che di necessità qui si registra,","sulla sponda sinistra del carro, quando mi volsi [da quella parte] sentendomi chiamare per nome, che qui registro per necessità,"
Purgatorio,30,64,"vidi la donna che pria m’appario velata sotto l’angelica festa, drizzar li occhi ver’ me di qua dal rio.","vidi la donna, che prima mi apparì velata nella festosa nuvola di fiori, alzare gli occhi verso di me di qua dal fiume ."
Purgatorio,30,67,"Tutto che ‘l vel che le scendea di testa, cerchiato de le fronde di Minerva, non la lasciasse parer manifesta,","Benché il velo, che le scendeva dal capo circondato dalle fronde di Minerva , non lasciasse apparire il suo volto,"
Purgatorio,30,70,regalmente ne l’atto ancor proterva continuò come colui che dice e ‘l più caldo parlar dietro reserva:,nell’atteggiamento ancora regalmente proterva continuò come colui che dice e che riserva per dopo le parole più calde:
Purgatorio,30,73,"“Guardaci ben! Ben son, ben son Beatrice. Come degnasti d’accedere al monte? non sapei tu che qui è l’uom felice?”.","«Guarda bene qui! Sono proprio io, sono proprio Beatrice. Come ti sei degnato di salire al monte? Non sapevi tu che [soltanto] qui l’uomo è felice?»."
Purgatorio,30,76,"Li occhi mi cadder giù nel chiaro fonte; ma veggendomi in esso, i trassi a l’erba, tanta vergogna mi gravò la fronte.","Gli occhi mi caddero giù nell’acqua limpida, ma, vedendomi in essa, li spostai sull’erba, tanta vergogna mi gravò sulla fronte."
Purgatorio,30,79,"Così la madre al figlio par superba, com’ella parve a me; perché d’amaro sente il sapor de la pietade acerba.","Così la madre appare superba al figlio [che rimprovera], come ella apparve a me, perché sa di amaro il sapore dell’affetto che rimprovera."
Purgatorio,30,82,"Ella si tacque; e li angeli cantaro di subito ‘In te, Domine, speravi’; ma oltre ‘pedes meos’ non passaro.","Ella tacque, e gli angeli cantarono sùbito «In te, o Signore, ho sperato», ma non andarono oltre [le parole] I miei piedi."
Purgatorio,30,85,"Sì come neve tra le vive travi per lo dosso d’Italia si congela, soffiata e stretta da li venti schiavi,","Come la neve si congela sugli alberi verdeggianti dell’Appennino, soffiata e poi ghiacciata dai venti della Schiavonia ;"
Purgatorio,30,88,"poi, liquefatta, in sé stessa trapela, pur che la terra che perde ombra spiri, sì che par foco fonder la candela;","e [come] poi, resa liquida, gocciola su se stessa, purché la terra , che [negli equinozi] perde l’ombra, faccia spirare [venti caldi], così che appare fuoco che fonda la candela;"
Purgatorio,30,91,così fui sanza lagrime e sospiri anzi ‘l cantar di quei che notan sempre dietro a le note de li etterni giri;,"così io fui senza lacrime e senza sospiri, prima che si mettessero a cantare coloro che nuotano sempre dietro alle note delle sfere celesti."
Purgatorio,30,94,"ma poi che ‘ntesi ne le dolci tempre lor compatire a me, par che se detto avesser: ‘Donna, perché sì lo stempre?’,","Ma, dopo che intesi nel loro dolce canto la compassione che avevano di me, più che se avessero detto: «O donna, perché lo mortifichi così?»,"
Purgatorio,30,97,"lo gel che m’era intorno al cor ristretto, spirito e acqua fessi, e con angoscia de la bocca e de li occhi uscì del petto.","il gelo, che mi si era stretto intorno al cuore, si fece sospiri e lacrime, e con l’angoscia della bocca e degli occhi uscì dal petto."
Purgatorio,30,100,"Ella, pur ferma in su la detta coscia del carro stando, a le sustanze pie volse le sue parole così poscia:","Ella, stando ancor ferma sulla sponda del carro, alle pietose sostanze rivolse poi le sue parole:"
Purgatorio,30,103,"“Voi vigilate ne l’etterno die, sì che notte né sonno a voi non fura passo che faccia il secol per sue vie;","«Voi siete sempre vigili nella luce eterna [dell’empìreo], così che né notte né sonno vi rubano alcun passo che l’umanità faccia per le sue vie."
Purgatorio,30,106,"onde la mia risposta è con più cura che m’intenda colui che di là piagne, perché sia colpa e duol d’una misura.","Perciò la mia risposta [alla vostra intercessione] è che mi ascolti con più sollecitudine colui che piange di là [dal fiume], perché la colpa e il dolore siano commisurati."
Purgatorio,30,109,"Non pur per ovra de le rote magne, che drizzan ciascun seme ad alcun fine secondo che le stelle son compagne,","Non soltanto per opera delle grandi ruote , che indirizzano ciascun seme a un determinato fine, secondo che le stelle sono congiunte,"
Purgatorio,30,112,"ma per larghezza di grazie divine, che sì alti vapori hanno a lor piova, che nostre viste là non van vicine,","ma [anche] per l’abbondanza delle grazie divine, le quali hanno come loro pioggia vapori così alti, che nemmeno le nostre viste vanno là vicine,"
Purgatorio,30,115,"questi fu tal ne la sua vita nova virtualmente, ch’ogne abito destro fatto averebbe in lui mirabil prova.","questi fu talmente dotato di virtù nella sua vita giovanile, che ogni buona disposizione avrebbe fatto in lui mirabile prova."
Purgatorio,30,118,"Ma tanto più maligno e più silvestro si fa ‘l terren col mal seme e non cólto, quant’elli ha più di buon vigor terrestro.","Ma tanto più maligno e selvatico si fa il terreno, se riceve semi cattivi e se non è coltivato, quanto più esso ha buone forze e buone qualità naturali."
Purgatorio,30,121,"Alcun tempo il sostenni col mio volto: mostrando li occhi giovanetti a lui, meco il menava in dritta parte vòlto.","Per qualche tempo lo sostenni con il mio volto: mostrandogli i miei occhi giovanetti, con me lo conducevo per la retta via."
Purgatorio,30,124,"Sì tosto come in su la soglia fui di mia seconda etade e mutai vita, questi si tolse a me, e diessi altrui.","Non appena fui sulla soglia della mia seconda età e mutai vita, questi si tolse a me e si diede ad altra donna."
Purgatorio,30,127,"Quando di carne a spirto era salita e bellezza e virtù cresciuta m’era, fu’ io a lui men cara e men gradita;","Quando da donna mortale ero divenuta puro spirito, e bellezza e virtù erano in me cresciute, io fui a lui meno cara e meno gradita;"
Purgatorio,30,130,"e volse i passi suoi per via non vera, imagini di ben seguendo false, che nulla promession rendono intera.","e volse i suoi passi per una via non vera, seguendo false immagini di bene, che non mantengono interamente nessuna promessa [di felicità]."
Purgatorio,30,133,"Né l’impetrare ispirazion mi valse, con le quali e in sogno e altrimenti lo rivocai; sì poco a lui ne calse!","Né mi valse ottenergli [da Dio] buone ispirazioni, con le quali sia in sogno sia in altri modi lo richiamai [sulla retta via]. Così poco si curò di esse!"
Purgatorio,30,136,"Tanto giù cadde, che tutti argomenti a la salute sua eran già corti, fuor che mostrarli le perdute genti.","Cadde tanto giù, che tutti i rimedi alla sua salvezza erano ormai inefficaci, fuorché mostrargli le genti dannate."
Purgatorio,30,139,"Per questo visitai l’uscio d’i morti e a colui che l’ha qua sù condotto, li prieghi miei, piangendo, furon porti.","Perciò varcai la porta dei morti [alla grazia divina] e, piangendo, rivolsi le mie preghiere a colui che l’ha condotto quassù ."
Purgatorio,30,142,"Alto fato di Dio sarebbe rotto, se Leté si passasse e tal vivanda fosse gustata sanza alcuno scotto","La legge eterna di Dio sarebbe infranta, se si passasse il Letè e se si gustassero le sue acque senza [pagare] il prezzo di un pentimento [sincero], che sparga lacriMe»."
Purgatorio,32,1,"Tant’eran li occhi miei fissi e attenti a disbramarsi la decenne sete, che li altri sensi m’eran tutti spenti.","I miei occhi erano tanto fissi e attenti a soddisfare la sete decennale [di vedere Beatrice], che gli altri sensi mi erano tutti spenti."
Purgatorio,32,4,Ed essi quinci e quindi avien parete di non caler – così lo santo riso a sé traéli con l’antica rete! –;,Ed essi da una parte e dall’altra avevano come una parete di noncuranza – a tal punto il santo sorriso [della mia donna] li trasse a sé con la forza dell’antico amore! –;
Purgatorio,32,7,"quando per forza mi fu vòlto il viso ver’ la sinistra mia da quelle dee, perch’io udi’ da loro un “Troppo fiso!”;","quando per forza rivolsi il mio viso alla mia sinistra verso quelle dee , perché io udii da loro un «Guardi troppo intensamente [Beatrice]!»."
Purgatorio,32,10,"e la disposizion ch’a veder èe ne li occhi pur testé dal sol percossi, sanza la vista alquanto esser mi fée.","E la capacità visiva, [che diminuisce] negli occhi poco prima colpiti dal sole, mi fece rimanere per un po’ di tempo senza la vista."
Purgatorio,32,13,"Ma poi ch’al poco il viso riformossi ,","Ma, dopo che la vista si riadattò a vedere la luce minore ,"
Purgatorio,32,16,"vidi ‘n sul braccio destro esser rivolto lo glorioso essercito, e tornarsi col sole e con le sette fiamme al volto.","vidi che la processione gloriosa si era piegata sul suo lato destro, e ritornava indietro con il sole e con le sette fiamme di fronte."
Purgatorio,32,19,"Come sotto li scudi per salvarsi volgesi schiera, e sé gira col segno, prima che possa tutta in sé mutarsi;","Come una schiera [di soldati] [stando riparata] sotto gli scudi, per mettersi in salvo, si volge e si gira insieme con la propria insegna , prima di poter cambiare interamente la direzione;"
Purgatorio,32,22,"quella milizia del celeste regno che procedeva, tutta trapassonne pria che piegasse il carro il primo legno.","così quella milizia del regno celeste , che precedeva [la schiera], ci oltrepassò completamente prima che il carro voltasse il timone."
Purgatorio,32,25,"Indi a le rote si tornar le donne, e ‘l grifon mosse il benedetto carco sì, che però nulla penna crollonne.","Poi le donne ritornarono presso le ruote, e il grifone riprese a trascinare il carico benedetto senza muovere perciò alcuna penna."
Purgatorio,32,28,La bella donna che mi trasse al varco e Stazio e io seguitavam la rota che fé l’orbita sua con minore arco.,"La bella donna , che mi condusse al passaggio [del Letè], Stazio ed io seguivamo la ruota [destra], che fece la curva con un arco minore."
Purgatorio,32,31,"Sì passeggiando l’alta selva vòta, colpa di quella ch’al serpente crese, temprava i passi un’angelica nota.","Così camminando lentamente per la profonda selva disabitata, per colpa di colei che credette al serpente, un canto angelico regolava i nostri passi."
Purgatorio,32,34,"Forse in tre voli tanto spazio prese disfrenata saetta, quanto eramo rimossi, quando Beatrice scese.","Forse ci eravamo allontanati di tanto spazio quanto ne copre una freccia scoccata per tre volte, quando Beatrice scese [dal carro]."
Purgatorio,32,37,Io senti’ mormorare a tutti “Adamo”; poi cerchiaro una pianta dispogliata di foglie e d’altra fronda in ciascun ramo.,Io sentii mormorare da tutti «Adamo!». Poi si misero in cerchio intorno ad una pianta completamente priva di foglie e di ogni altra fronda su ciascun ramo.
Purgatorio,32,40,"La coma sua, che tanto si dilata più quanto più è sù, fora da l’Indi ne’ boschi lor per altezza ammirata.","La sua chioma, che si dilata tanto più quanto più [il tronco] s’innalza, sarebbe stata ammirata dagli indiani nei loro boschi per l’altezza."
Purgatorio,32,43,"“Beato se’, grifon, che non discindi col becco d’esto legno dolce al gusto, poscia che mal si torce il ventre quindi”.","«Beato sei, o grifone, perché con il becco non stacchi da questo legno [il frutto] dolce al gusto, poiché [chi ne mangia] si contorce poi per i dolori al ventre.»"
Purgatorio,32,46,Così dintorno a l’albero robusto gridaron li altri; e l’animal binato: “Sì si conserva il seme d’ogne giusto”.,"Così gridarono gli altri [posti] intorno all’albero robusto; e l’animale dalla doppia natura gridò: «Così, [rispettando il frutto di quest’albero], si conserva il seme di ogni giustizia»."
Purgatorio,32,49,"E vòlto al temo ch’elli avea tirato, trasselo al piè de la vedova frasca, e quel di lei a lei lasciò legato.","Poi si volse al timone che aveva tirato, lo trasse al piede della pianta senza foglie e lo lasciò legato a lei con un ramo di lei."
Purgatorio,32,52,"Come le nostre piante, quando casca giù la gran luce mischiata con quella che raggia dietro a la celeste lasca,","Come le nostre piante, quando [in primavera] scende giù la luce del sole mischiata con quella [dell’Ariete], che manda i suoi raggi dopo quella dei Pesci,"
Purgatorio,32,55,"turgide fansi, e poi si rinovella di suo color ciascuna, pria che ‘l sole giunga li suoi corsier sotto altra stella;","si fanno turgide [di linfa], e poi ciascuna di esse si rinnovella con il colore [dei fiori], prima che il sole leghi i suoi cavalli sotto un’altra costellazione ;"
Purgatorio,32,58,"men che di rose e più che di viole colore aprendo, s’innovò la pianta, che prima avea le ramora sì sole.","così, aprendo [fiori] dal colore meno vivo che le rose e più vivo che le viole, si rinnovò la pianta, che poco prima aveva i rami tanto spogli."
Purgatorio,32,61,"Io non lo ‘ntesi, né qui non si canta l’inno che quella gente allor cantaro, né la nota soffersi tutta quanta.","Io non lo compresi, né qui si canta l’inno che quella gente allora cantò, né riuscii ad ascoltare tutto intero quel canto."
Purgatorio,32,64,"S’io potessi ritrar come assonnaro li occhi spietati udendo di Siringa, li occhi a cui pur vegghiar costò sì caro;","Se io potessi ritrarre come si assopirono gli occhi spietati [di Argo] udendo [raccontare gli amori] di Siringa, gli occhi a cui il vegliare costò così caro ;"
Purgatorio,32,67,"come pintor che con essempro pinga, disegnerei com’io m’addormentai; ma qual vuol sia che l’assonnar ben finga.","come un pittore che dipinga con un modello [davanti a sé], disegnerei come io mi addormentai; ma chi vuole dipinga pure come mi addormentai."
Purgatorio,32,70,"Però trascorro a quando mi svegliai, e dico ch’un splendor mi squarciò ‘l velo del sonno e un chiamar: “Surgi: che fai?”.","Perciò passo sùbito a quando mi risvegliai, e dico che una luce abbagliante mi squarciò il velo del sonno e una voce mi chiamò: «Alzati, che fai?»."
Purgatorio,32,73,"Quali a veder de’ fioretti del melo che del suo pome li angeli fa ghiotti e perpetue nozze fa nel cielo,","Come quando per vedere i primi fiori del melo , che fa gli angeli ghiotti del suo frutto e celebra perpetue nozze in cielo,"
Purgatorio,32,76,"Pietro e Giovanni e Iacopo condotti e vinti, ritornaro a la parola da la qual furon maggior sonni rotti,","Pietro, Giovanni e Giacomo condotti [sul monte Tabor] e vinti [dalla trasfigurazione di Cristo], ritornarono [in sé sentendo] la parola [di Cristo] dalla quale furono interrotti sonni ben più profondi ,"
Purgatorio,32,79,"e videro scemata loro scuola così di Moisè come d’Elia, e al maestro suo cangiata stola;","e videro che la loro compagnia era diminuita sia di Mosè come d’Elia, e che il maestro aveva cambiato le vesti;"
Purgatorio,32,82,"tal torna’ io, e vidi quella pia sovra me starsi che conducitrice fu de’ miei passi lungo ‘l fiume pria.","tale ritornai io, e vidi star [china] sopra di me, [per svegliarmi], quella pia donna che poco prima aveva condotto i miei passi lungo il fiume Letè."
Purgatorio,32,85,E tutto in dubbio dissi: “Ov’è Beatrice?”. Ond’ella: “Vedi lei sotto la fronda nova sedere in su la sua radice.,"E tutto dubbioso dissi: «Dov’è Beatrice?». Ed ella: «Vedi che è sotto le novelle fronde [dell’albero], seduta sulla sua radice."
Purgatorio,32,88,Vedi la compagnia che la circonda: li altri dopo ‘l grifon sen vanno suso con più dolce canzone e più profonda”.,Vedi la compagnia che la circonda: gli altri se ne vanno in cielo dietro al grifone cantando una canzone più dolce e più profonda».
Purgatorio,32,91,"E se più fu lo suo parlar diffuso, non so, però che già ne li occhi m’era quella ch’ad altro intender m’avea chiuso","E, se il suo parlare fu più diffuso, non so dire, perché avevo già gli occhi fissi in quella , che mi aveva precluso ogni altro intendimento."
Purgatorio,32,94,"Sola sedeasi in su la terra vera, come guardia lasciata lì del plaustro che legar vidi a la biforme fera.","Ella sedeva tutta sola sulla nuda terra, lasciata lì come a guardia del carro, che vidi legare [all’albero] dall’animale dalla duplice natura."
Purgatorio,32,97,"In cerchio le facean di sé claustro le sette ninfe, con quei lumi in mano che son sicuri d’Aquilone e d’Austro.","In cerchio le facevano di sé corona le sette ninfe , tenendo in mano quei lumi che resistono ai venti turbinosi d’Aquilone e d’Austro."
Purgatorio,32,100,“Qui sarai tu poco tempo silvano; e sarai meco sanza fine cive di quella Roma onde Cristo è romano.,"«Qui in questa selva tu resterai per poco tempo; poi sarai con me per sempre cittadino di quella Roma [celeste], della quale è cittadino lo stesso Cristo."
Purgatorio,32,103,"Però, in pro del mondo che mal vive, al carro tieni or li occhi, e quel che vedi, ritornato di là, fa che tu scrive”.","Perciò, a favore del mondo che vive nel peccato, tieni ora gli occhi fissi sul carro, e quel che vedi, ritornato di là , fa’ in modo di scrivere.»"
Purgatorio,32,106,"Così Beatrice; e io, che tutto ai piedi d’i suoi comandamenti era divoto, la mente e li occhi ov’ella volle diedi.","Così disse Beatrice; ed io, che ero tutto proteso ad ascoltare i suoi comandi, rivolsi la mente e gli occhi dove ella volle."
Purgatorio,32,109,"Non scese mai con sì veloce moto foco di spessa nube, quando piove da quel confine che più va remoto,","Un fulmine non discese mai con un movimento così veloce da una spessa nube, quando piove da quella parte del cielo che è più lontana [dalla terra],"
Purgatorio,32,112,"com’io vidi calar l’uccel di Giove per l’alber giù, rompendo de la scorza, non che d’i fiori e de le foglie nove;","come io vidi l’uccello di Giove calare giù lungo il tronco, rompendo [una parte] della scorza, nonché dei fiori e delle foglie novelle;"
Purgatorio,32,115,"e ferì ‘l carro di tutta sua forza; ond’el piegò come nave in fortuna, vinta da l’onda, or da poggia, or da orza.","e colpì il carro con tutta la sua forza. Questi si piegò come [si piega] una nave in un fortunale, vinta dalle onde, ora a destra, ora a sinistra."
Purgatorio,32,118,Poscia vidi avventarsi ne la cuna del triunfal veiculo una volpe che d’ogne pasto buon parea digiuna;,"Poi vidi avventarsi nella parte centrale del carro trionfale una volpe [tanto magra], che pareva digiuna di ogni buon pasto."
Purgatorio,32,121,"ma, riprendendo lei di laide colpe, la donna mia la volse in tanta futa quanto sofferser l’ossa sanza polpe.","Ma, riprendendola per le sue laide colpe, la mia donna la volse in tanta fuga, quanto furono capaci le ossa senza polpe."
Purgatorio,32,124,"Poscia per indi ond’era pria venuta, l’aguglia vidi scender giù ne l’arca del carro e lasciar lei di sé pennuta;","Poi per dove era prima venuta, vidi scendere l’aquila giù nella parte centrale del carro e lasciarla cosparsa di penne."
Purgatorio,32,127,"e qual esce di cuor che si rammarca, tal voce uscì del cielo e cotal disse: “O navicella mia, com’mal se’ carca!”.","E, come se uscisse da un cuore che si rammarica, tale uscì una voce dal cielo, e disse: «O navicella mia, come sei carica di cattiva merce!»."
Purgatorio,32,130,"Poi parve a me che la terra s’aprisse tr’ambo le ruote, e vidi uscirne un drago che per lo carro sù la coda fisse;","Poi mi sembrò che la terra si aprisse tra le due ruote, e vidi uscirne un drago che conficcò la coda nel carro."
Purgatorio,32,133,"e come vespa che ritragge l’ago, a sé traendo la coda maligna, trasse del fondo, e gissen vago vago.","E, come una vespa che ritira il pungiglione, traendo a sé la coda maligna, strappò [una parte] del fondo, e se ne andò via serpeggiando."
Purgatorio,32,136,"Quel che rimase, come da gramigna vivace terra, da la piuma, offerta forse con intenzion sana e benigna,","Quella che rimase, come la terra fertile si ricopre di gramigna, così si ricoprì delle piume [dell’aquila], offerte forse con intenzione sana e benigna,"
Purgatorio,32,139,"si ricoperse, e funne ricoperta e l’una e l’altra rota e ‘l temo, in tanto che più tiene un sospir la bocca aperta.","e ne furono ricoperte l’una e l’altra ruota e il timone, in tanto [breve tempo] che un respiro mantiene la bocca aperta più a lungo."
Purgatorio,32,142,"Trasformato così ‘l dificio santo mise fuor teste per le parti sue, tre sovra ‘l temo e una in ciascun canto.","Così trasformato, il santo carro mise fuori delle teste da tutte le sue parti, tre sopra il timone e una in ciascun angolo."
Purgatorio,32,145,"Le prime eran cornute come bue, ma le quattro un sol corno avean per fronte: simile mostro visto ancor non fue.","Le prime erano provviste di corna come un bue, ma le altre quattro avevano un solo corno in fronte: un simile mostro finora non fu mai visto."
Purgatorio,32,148,"Sicura, quasi rocca in alto monte, seder sovresso una puttana sciolta m’apparve con le ciglia intorno pronte;","Sicura, come una roccia su un monte elevato, mi apparve seduta sopra di esso una puttana discinta, che guardava intorno con gli occhi invitanti;"
Purgatorio,32,151,"e come perché non li fosse tolta, vidi di costa a lei dritto un gigante; e baciavansi insieme alcuna volta.","e come per [vigilare] che non gli fosse tolta, vidi accanto a lei un gigante ritto in piedi; e di tanto in tanto si baciavano l’un l’altra."
Purgatorio,32,154,"Ma perché l’occhio cupido e vagante a me rivolse, quel feroce drudo la flagellò dal capo infin le piante;","Ma, poiché rivolse a me gli occhi avidi e invitanti, quel feroce drudo la flagellò da capo a piedi."
Purgatorio,32,157,"poi, di sospetto pieno e d’ira crudo, disciolse il mostro, e trassel per la selva, tanto che sol di lei mi fece scudo","Poi, pieno di sospetto e reso feroce dall’ira, sciolse il mostro e lo condusse per la selva, tanto che questa m’impedì di vedere"
Purgatorio,32,160,a la puttana e a la nova belva.,la puttana e la nuova belva.
Purgatorio,33,1,"‘Deus, venerunt gentes’, alternando or tre or quattro dolce salmodia, le donne incominciaro, e lagrimando;","«O Dio, sono arrivate le genti» le donne incominciarono a cantare la dolce salmodia, alternandosi ora a tre ora a quattro, e intanto piangevano."
Purgatorio,33,4,"e Beatrice sospirosa e pia, quelle ascoltava sì fatta, che poco più a la croce si cambiò Maria.","Beatrice, sospirando per la pietà, le ascoltava, facendosi tale, che Maria si cambiò poco di più sotto la croce."
Purgatorio,33,7,"Ma poi che l’altre vergini dier loco a lei di dir, levata dritta in pè, rispuose, colorata come foco:","Ma, dopo che le altre vergini le diedero la possibilità di parlare, si alzò dritta in piedi e rispose con il volto infuocato dal rossore:"
Purgatorio,33,10,"‘Modicum, et non videbitis me; et iterum, sorelle mie dilette, modicum, et vos videbitis me’.","«Passerà poco tempo, e non mi vedrete; e di nuovo, o sorelle mie dilette, passerà poco tempo, e voi mi vedrete»."
Purgatorio,33,13,"Poi le si mise innanzi tutte e sette, e dopo sé, solo accennando, mosse me e la donna e ‘l savio che ristette.","Poi si mise davanti a tutte e sette e, con un cenno, dietro di sé mi fece andare con Matelda e con il saggio che era rimasto con me."
Purgatorio,33,16,"Così sen giva; e non credo che fosse lo decimo suo passo in terra posto, quando con li occhi li occhi mi percosse;","Così se ne andava. E non penso che avesse fatto dieci passi, quando con i suoi occhi colpì i miei occhi"
